dates,population,labor force,participation rate,employed,unemployed,unemployment rate,nonfarm payrolls,job openings,job layoffs,prime age unemployment,prime age employment,prime age participation rate,youth unemployment,youth employment,youth participation rate,mining payrolls,construction payrolls,manufacturing payrolls,trade & utilities payrolls,information payrolls,financial services payrolls,professional services payrolls,education & healthcare payrolls,leisure & hospitality payrolls,other services payrolls,government payrolls,mining openings,construction openings,manufacturing openings,trade & utilities openings,information openings,financial services openings,professional services openings,education & healthcare openings,leisure & hospitality openings,other services openings,government openings,mining unemployed,construction unemployed,manufacturing unemployed,trade & utilities unemployed,information unemployed,financial services unemployed,professional services unemployed,education & healthcare unemployed,leisure & hospitality unemployed,other services unemployed,government unemployed
30/04/2001,214525,143569,66.92413472,137299,6270,4.367238053,132457,3.4,1.4,3450,98293,91,1183,13419,82,609,6844,16802,26007,3686,7889,16698,15672,12040,5219,20992,18,226,354,848,171,223,834,708,582,162,490,24,596,855,1052,148,232,655,341,744,220,369
31/05/2001,214732,143318,66.74273047,137092,6226,4.344185657,132409,3.2,1.5,3559,98251,91,1164,13257,81,609,6849,16660,25992,3663,7898,16654,15747,12068,5239,21029,15,224,327,721,108,265,750,812,527,192,486,34,478,903,1053,164,191,652,390,731,172,361
30/06/2001,214950,143357,66.69318446,136873,6484,4.522974114,132299,3.2,1.5,3642,97977,91,1186,13202,81,610,6840,16513,25958,3642,7905,16588,15784,12076,5247,21137,10,174,324,714,114,266,768,765,447,248,531,26,443,956,1197,163,249,694,476,821,246,525
31/07/2001,215180,143654,66.75992193,137071,6583,4.5825386,132171,3.3,1.5,3723,97917,91,1142,13329,81,610,6845,16381,25886,3619,7892,16535,15840,12110,5269,21185,12,178,308,677,115,257,756,804,588,242,509,17,447,1054,1069,206,289,731,513,813,228,548
31/08/2001,215420,143284,66.51378702,136241,7043,4.915412747,132021,3,1.5,3976,97679,91,1292,13208,81,608,6827,16233,25875,3598,7916,16473,15900,12093,5280,21218,13,127,266,580,117,248,594,847,544,201,487,18,522,1023,1154,210,256,790,595,767,241,540
30/09/2001,215665,143989,66.76512183,136846,7143,4.960795616,131763,3,1.6,4047,97631,91,1238,13482,82,606,6813,16116,25790,3581,7916,16387,15958,12061,5293,21242,11,167,338,606,67,261,644,772,540,233,434,23,489,996,1150,219,268,810,455,900,225,438
31/10/2001,215903,144086,66.73645109,136392,7694,5.339866469,131452,2.7,1.8,4439,97347,91,1334,13259,81,602,6804,15973,25718,3557,7925,16285,15999,12015,5299,21275,11,141,265,647,73,212,576,758,375,192,458,32,535,1065,1262,233,281,910,486,903,239,429
30/11/2001,216117,144240,66.74162606,136238,8002,5.547698281,131144,2.8,1.7,4683,97002,91,1362,13318,81,600,6784,15825,25632,3536,7940,16158,16044,11985,5314,21326,7,164,230,630,91,212,604,733,452,166,486,20,670,1108,1348,241,320,946,516,935,256,420
31/12/2001,216315,144305,66.7105841,136047,8258,5.722601434,130983,2.7,1.5,4745,97140,91,1421,13286,81,597,6785,15712,25548,3521,7934,16132,16098,11967,5334,21355,17,124,231,612,101,204,585,746,434,174,449,27,785,1172,1384,275,258,921,483,938,277,419
31/01/2002,216506,143883,66.45681875,135701,8182,5.686564778,130859,2.7,1.5,4810,96970,91,1417,13110,81,600,6775,15588,25486,3495,7939,16096,16153,12006,5344,21377,15,129,262,616,92,306,592,756,356,165,410,33,1211,1377,1580,263,267,1120,586,947,304,486
28/02/2002,216663,144653,66.76405293,136438,8215,5.679107934,130736,2.6,1.5,4773,97208,91,1432,13344,81,596,6766,15518,25480,3471,7932,16066,16201,11962,5355,21390,17,110,261,545,99,163,418,766,414,148,498,35,1060,1296,1595,279,318,973,590,973,339,508
31/03/2002,216823,144481,66.63545842,136177,8304,5.747468525,130722,2.7,1.4,4785,97051,91,1517,13251,81,589,6755,15443,25470,3454,7929,16082,16242,11965,5362,21431,4,139,243,623,94,224,548,718,410,161,448,28,1009,1367,1582,266,287,964,540,976,314,477
30/04/2002,217006,144725,66.69170438,136126,8599,5.941613405,130615,2.6,1.5,5008,96903,91,1469,13252,81,587,6710,15392,25457,3435,7936,16082,16280,11928,5366,21443,8,120,245,562,97,229,541,702,376,143,446,33,855,1322,1502,257,292,951,493,953,268,447
31/05/2002,217198,144938,66.73081704,136539,8399,5.794891609,130632,2.6,1.5,5069,96878,91,1340,13480,82,584,6684,15338,25441,3417,7933,16092,16325,11936,5368,21514,6,136,239,527,110,208,567,654,399,158,452,25,626,1194,1395,260,340,983,533,1022,264,484
30/06/2002,217407,144808,66.60687098,136415,8393,5.7959505,130673,2.5,1.5,4928,96709,91,1362,13348,81,579,6701,15297,25442,3401,7939,16082,16414,11905,5365,21549,8,140,250,569,69,245,514,760,342,110,405,35,593,1187,1514,255,373,1079,638,1034,335,561
31/07/2002,217630,144803,66.53632312,136413,8390,5.794078852,130583,2.5,1.6,4912,96541,91,1429,13354,81,577,6688,15256,25450,3381,7943,16009,16464,11912,5360,21544,7,102,256,567,95,180,543,689,376,112,440,19,594,1185,1402,264,345,1075,671,999,356,645
31/08/2002,217866,145009,66.5588022,136705,8304,5.726541111,130582,2.6,1.5,4789,96933,91,1413,13485,81,576,6701,15171,25397,3370,7949,16038,16485,11936,5369,21589,8,114,231,575,81,200,617,710,395,140,444,32,654,1108,1391,270,343,926,660,884,353,596
30/09/2002,218107,145552,66.73421761,137302,8250,5.668077388,130503,2.5,1.5,4769,97004,91,1390,13443,81,575,6702,15119,25349,3344,7964,16016,16513,11991,5383,21546,6,142,240,507,67,170,572,712,351,142,390,42,615,1076,1406,231,299,1007,562,885,281,530
31/10/2002,218340,145314,66.55399835,137008,8306,5.715897986,130617,2.6,1.5,4883,96795,91,1483,13295,80,575,6689,15059,25362,3349,7991,16033,16539,12070,5391,21559,9,126,211,565,73,276,645,657,382,152,384,36,680,1046,1474,211,312,962,517,956,272,499
30/11/2002,218548,145041,66.36574116,136521,8520,5.874201088,130616,2.6,1.5,5018,96300,91,1431,13422,80,577,6713,14992,25330,3328,8003,15991,16585,12109,5407,21581,7,110,228,504,90,228,590,762,406,162,427,32,758,1115,1475,220,337,1029,493,978,284,468
31/12/2002,218741,145066,66.31861425,136426,8640,5.955909724,130465,2.4,1.5,5022,96562,91,1454,13413,81,577,6700,14911,25342,3288,8017,15927,16605,12112,5398,21588,4,111,230,470,61,219,559,635,377,132,372,45,941,1188,1393,255,322,1038,558,922,241,446
31/01/2003,219897,145937,66.36607139,137417,8520,5.838135634,130573,2.6,1.6,4922,96993,90,1408,13508,81,575,6704,14867,25296,3264,8025,15993,16650,12173,5400,21626,5,107,201,555,80,210,684,640,392,133,435,54,1196,1302,1673,243,327,1112,559,1049,304,571
28/02/2003,220114,146100,66.37469675,137482,8618,5.898699521,130441,2.4,1.5,5102,97020,91,1425,13510,81,575,6667,14780,25272,3235,8037,16021,16695,12130,5405,21624,6,92,191,538,71,194,623,594,362,172,386,41,1173,1229,1554,321,310,1140,576,1145,331,483
31/03/2003,220317,146022,66.2781356,137434,8588,5.881305557,130235,2.3,1.5,5092,97162,90,1357,13478,80,570,6654,14721,25228,3221,8051,15951,16722,12109,5398,21610,4,90,209,509,81,203,575,582,352,129,365,46,987,1222,1498,267,357,1190,518,1035,370,526
30/04/2003,220540,146474,66.41606965,137633,8841,6.035883502,130172,2.3,1.5,5097,97345,91,1526,13418,81,566,6689,14608,25213,3208,8077,15954,16781,12085,5397,21595,5,138,187,513,55,206,523,611,371,159,340,41,772,1199,1475,268,323,1076,611,986,331,440
31/05/2003,220768,146500,66.35925496,137544,8956,6.11331058,130196,2.5,1.6,5199,97150,91,1565,13410,81,570,6706,14558,25192,3194,8094,16004,16822,12092,5398,21567,10,104,196,536,57,210,640,651,430,123,333,40,715,1150,1507,251,320,1105,618,955,339,478
30/06/2003,221014,147056,66.53696146,137790,9266,6.301000979,130185,2.5,1.6,5334,97267,91,1564,13480,80,572,6723,14493,25154,3182,8090,16018,16830,12121,5397,21606,8,112,197,566,71,210,660,603,424,136,401,36,710,1232,1734,239,358,1092,769,1048,359,704
31/07/2003,221252,146485,66.20731112,137474,9011,6.151483087,130184,2.2,1.6,5218,97118,91,1576,13360,80,571,6735,14403,25126,3176,8101,16057,16840,12143,5399,21633,10,136,186,485,61,238,538,540,338,104,345,43,677,1193,1676,224,284,1021,697,1020,405,749
31/08/2003,221507,146445,66.1130348,137549,8896,6.074635529,130153,2.4,1.7,5258,97145,91,1539,13390,79,570,6760,14376,25147,3163,8102,16052,16851,12177,5399,21556,6,112,220,565,64,233,609,562,389,117,314,20,650,1186,1416,224,342,881,760,1050,373,745
30/09/2003,221779,146530,66.07027717,137609,8921,6.08817307,130253,2.3,1.5,5223,97057,91,1569,13408,80,570,6783,14346,25185,3162,8099,16107,16885,12208,5403,21504,8,79,194,533,95,213,583,551,396,105,335,25,681,1175,1484,248,305,975,649,978,338,556
31/10/2003,222039,146716,66.07668022,137984,8732,5.95163445,130440,2.5,1.5,5237,97123,91,1463,13430,79,574,6784,14334,25209,3155,8089,16130,16945,12259,5402,21558,7,105,223,515,92,220,585,612,458,107,382,31,651,1041,1449,182,303,1014,639,933,378,500
30/11/2003,222279,147000,66.13310299,138424,8576,5.834013605,130481,2.5,1.5,5040,97316,91,1535,13365,80,576,6796,14316,25192,3150,8082,16169,16976,12284,5404,21535,6,118,242,554,63,241,627,582,438,140,313,34,690,1034,1431,257,311,948,662,990,357,542
31/12/2003,222509,146729,65.94295062,138411,8318,5.668954331,130589,2.5,1.5,4929,97438,91,1412,13441,79,575,6827,14299,25183,3150,8076,16195,17015,12320,5403,21546,9,135,243,628,84,199,634,565,446,144,326,32,813,1025,1348,224,283,948,620,885,278,516
31/01/2004,222161,146842,66.09710975,138472,8370,5.700004086,130756,2.6,1.6,4837,97097,91,1465,13668,80,575,6848,14291,25272,3141,8078,16223,17039,12346,5405,21538,9,170,238,546,76,275,556,613,454,159,329,31,994,1110,1632,236,403,1070,662,1097,322,511
29/02/2004,222357,146709,65.97903372,138542,8167,5.566802309,130820,2.6,1.5,4762,97076,90,1429,13652,79,576,6838,14279,25280,3141,8079,16238,17063,12372,5405,21550,6,125,231,590,89,269,620,611,467,173,351,24,1039,1094,1660,194,363,964,608,987,366,490
31/03/2004,222550,146944,66.02740957,138453,8491,5.778391768,131139,2.6,1.6,4961,97018,90,1479,13631,80,584,6887,14287,25352,3134,8086,16264,17115,12425,5418,21588,9,149,249,629,79,220,570,634,443,176,366,22,1011,1083,1670,216,343,999,584,1039,366,530
30/04/2004,222757,146850,65.92385424,138680,8170,5.56350017,131412,2.6,1.5,4691,97240,90,1418,13796,80,586,6901,14315,25386,3130,8097,16376,17153,12435,5419,21614,10,146,269,600,85,256,624,625,410,131,353,34,849,1004,1487,168,312,752,589,925,347,433
31/05/2004,222967,147065,65.95819112,138852,8213,5.584605447,131697,2.7,1.5,4651,97423,91,1471,13641,79,591,6948,14342,25415,3135,8115,16449,17188,12481,5419,21614,9,150,288,650,101,250,676,625,429,165,367,22,665,966,1413,190,302,819,570,977,310,468
30/06/2004,223196,147460,66.06749225,139174,8286,5.619150956,131794,2.5,1.4,4683,97586,91,1467,13682,80,591,6962,14334,25456,3136,8116,16481,17202,12495,5420,21601,10,116,265,620,88,222,584,538,466,94,335,27,668,957,1409,172,335,814,769,1189,326,580
31/07/2004,223422,147692,66.10450179,139556,8136,5.508761477,131853,2.8,1.4,4650,97742,91,1417,13746,80,594,6977,14331,25456,3124,8100,16520,17237,12495,5414,21606,9,124,283,702,98,286,686,611,516,168,332,28,610,1019,1394,174,307,790,725,965,346,741
31/08/2004,223677,147564,65.97191486,139573,7991,5.415277439,131940,2.6,1.5,4552,97617,91,1365,13776,80,595,7003,14345,25468,3108,8106,16519,17274,12485,5410,21626,8,148,267,602,85,266,642,601,465,130,326,10,563,840,1315,191,312,845,647,1010,341,676
30/09/2004,223941,147415,65.82760638,139487,7928,5.378014449,132091,2.8,1.5,4497,97645,90,1418,13617,79,597,7029,14332,25518,3096,8118,16542,17267,12550,5405,21635,9,112,260,758,89,312,679,603,524,130,346,8,629,852,1335,178,374,750,593,854,301,568
31/10/2004,224192,147793,65.92251285,139732,8061,5.454250201,132431,2.9,1.4,4424,97649,90,1477,13823,80,595,7077,14332,25556,3099,8113,16661,17361,12582,5397,21656,9,148,279,665,98,275,777,671,486,150,386,15,635,884,1357,185,358,781,526,853,300,561
30/11/2004,224422,148162,66.01937421,140231,7931,5.352924502,132504,2.6,1.5,4469,97855,90,1388,13789,79,599,7091,14306,25575,3088,8116,16643,17387,12606,5400,21692,11,146,242,532,63,246,673,626,428,148,358,20,695,905,1262,187,290,872,570,916,294,514
31/12/2004,224640,148059,65.90945513,140125,7934,5.358674582,132629,3,1.5,4518,97679,90,1340,13847,79,602,7117,14285,25598,3077,8134,16659,17435,12630,5400,21693,11,175,269,684,99,278,881,656,471,150,400,16,870,872,1262,173,290,875,562,850,276,499
31/01/2005,224837,148029,65.8383629,140245,7784,5.258429092,132781,2.8,1.5,4361,97975,90,1438,13726,79,607,7095,14257,25625,3071,8143,16714,17471,12665,5398,21735,11,144,283,643,89,284,732,610,541,153,314,29,1079,889,1578,168,252,958,613,993,290,555
28/02/2005,225041,148364,65.92754209,140385,7979,5.37798927,133033,2.9,1.6,4441,98099,91,1515,13571,79,610,7153,14272,25691,3057,8147,16798,17479,12690,5393,21744,10,166,280,764,75,269,750,632,525,126,368,25,1150,889,1546,204,301,916,619,1008,325,472
31/03/2005,225236,148391,65.88245218,140654,7737,5.213928068,133152,2.9,1.6,4267,98070,91,1385,13683,79,616,7181,14268,25710,3062,8141,16826,17506,12718,5386,21740,13,167,286,747,89,243,736,689,558,164,352,32,961,879,1440,177,261,807,614,967,308,468
30/04/2005,225441,148926,66.05985602,141254,7672,5.151551777,133519,3,1.5,4191,98365,91,1341,13684,78,620,7266,14249,25786,3066,8151,16888,17546,12802,5392,21754,10,134,289,781,103,299,714,666,625,183,353,19,693,793,1388,178,255,714,591,882,306,478
31/05/2005,225670,149261,66.14126822,141609,7652,5.126590335,133689,2.8,1.5,4243,98555,91,1328,13748,79,621,7294,14255,25824,3062,8154,16910,17607,12797,5384,21781,13,120,268,710,75,226,663,697,535,140,349,16,567,743,1368,145,288,730,648,944,314,453
30/06/2005,225911,149238,66.06052826,141714,7524,5.041611386,133947,2.9,1.5,4232,98318,90,1313,13839,80,624,7333,14227,25869,3057,8173,16999,17669,12837,5397,21763,12,134,256,740,106,280,764,695,577,141,357,25,559,743,1444,160,307,743,667,950,291,681
31/07/2005,226153,149432,66.07562137,142026,7406,4.956100434,134300,3.1,1.4,4234,98597,91,1236,13880,79,626,7353,14225,25933,3061,8191,17065,17719,12867,5403,21857,13,151,290,757,97,315,837,699,536,170,392,22,509,883,1416,142,309,804,635,929,274,683
31/08/2005,226421,149779,66.15066624,142434,7345,4.903891734,134503,3,1.4,4082,98958,91,1316,13764,79,630,7394,14200,25965,3063,8214,17124,17759,12891,5399,21863,13,156,294,758,110,299,777,693,514,144,384,12,561,767,1317,156,300,728,644,844,306,664
30/09/2005,226693,149954,66.14849157,142401,7553,5.036877976,134554,3.1,1.5,4304,98812,91,1308,13827,79,635,7415,14173,25945,3070,8222,17195,17793,12862,5397,21845,20,153,330,784,124,315,818,719,485,204,399,12,572,775,1249,168,260,862,658,842,307,568
31/10/2005,226959,150001,66.09167295,142548,7453,4.968633542,134643,3,1.4,4206,98736,90,1268,13991,79,641,7460,14189,25957,3055,8257,17216,17811,12840,5386,21829,13,182,270,768,105,346,705,689,505,235,365,2,519,800,1301,162,255,748,628,796,319,502
30/11/2005,227204,150065,66.04857309,142499,7566,5.041815213,134999,3.1,1.3,4278,98712,90,1269,13937,79,647,7524,14184,26013,3055,8279,17297,17861,12884,5394,21859,16,177,354,784,115,315,783,679,529,130,368,18,564,823,1212,172,268,711,677,966,300,494
31/12/2005,227425,150030,65.96900077,142752,7278,4.851029794,135158,3.1,1.4,4161,98913,90,1265,13830,79,651,7533,14189,26033,3052,8285,17330,17893,12905,5409,21879,13,158,324,703,108,406,750,691,587,106,435,23,813,757,1170,128,204,788,529,930,269,393
31/01/2006,227553,150214,66.01275307,143150,7064,4.702624256,135426,3.1,1.3,3947,99148,90,1224,13727,79,656,7601,14208,26057,3054,8306,17383,17946,12945,5424,21847,13,171,319,718,125,435,748,735,634,104,397,26,868,778,1490,105,233,825,593,910,308,457
28/02/2006,227763,150641,66.13936416,143457,7184,4.768954003,135731,3.1,1.4,4090,99287,91,1303,13805,80,661,7664,14208,26090,3052,8335,17444,17996,12980,5425,21878,16,163,354,738,123,360,770,746,594,84,376,25,836,821,1401,119,268,841,528,1040,281,472
31/03/2006,227975,150813,66.15330628,143741,7072,4.689250927,136036,3.4,1.4,4031,99470,91,1164,13799,79,668,7689,14210,26129,3055,8352,17530,18042,13034,5426,21903,16,180,354,918,124,373,853,723,563,208,419,14,820,701,1285,116,298,824,563,917,292,461
30/04/2006,228199,150881,66.11816879,143761,7120,4.718950696,136208,3.4,1.4,4052,99230,91,1238,13796,79,678,7726,14223,26123,3047,8374,17552,18068,13074,5426,21919,15,183,366,795,146,394,923,728,676,143,422,17,674,745,1244,132,293,644,558,882,266,414
31/05/2006,228428,151069,66.1341867,144089,6980,4.620405245,136249,3.2,1.5,3974,99381,91,1223,13894,80,681,7713,14200,26116,3039,8376,17611,18100,13052,5435,21926,16,158,296,826,137,343,855,691,545,168,429,20,647,680,1251,158,289,695,543,830,265,429
30/06/2006,228671,151354,66.18854162,144353,7001,4.625579767,136335,3.3,1.3,3852,99535,91,1168,13839,79,685,7699,14210,26136,3036,8366,17680,18109,13061,5433,21922,20,170,343,826,128,375,919,719,539,163,413,31,569,635,1310,114,299,753,617,942,265,578
31/07/2006,228912,151377,66.12890543,144202,7175,4.739821769,136529,3.1,1.4,3977,99634,90,1269,13788,79,690,7712,14185,26161,3031,8366,17720,18133,13130,5428,21973,13,175,297,699,146,243,949,630,589,166,488,25,633,736,1320,103,329,735,659,867,305,659
31/08/2006,229167,151716,66.20324916,144625,7091,4.673864325,136693,3.3,1.3,3963,99693,91,1251,14066,81,692,7720,14154,26172,3035,8372,17766,18186,13152,5432,22011,18,189,340,779,163,297,948,766,571,206,432,32,618,680,1194,132,263,681,611,855,341,595
30/09/2006,229420,151662,66.10670386,144815,6847,4.514644407,136829,3.3,1.3,3780,99862,90,1197,13912,80,695,7718,14120,26193,3028,8386,17756,18251,13150,5447,22082,17,165,336,854,157,279,911,765,575,207,473,14,586,632,1191,170,235,736,576,810,310,396
31/10/2006,229675,152041,66.19832372,145314,6727,4.424464454,136846,3.2,1.4,3525,100208,90,1275,13881,80,699,7682,14068,26233,3024,8381,17760,18287,13187,5454,22068,18,163,345,821,148,306,844,776,588,175,407,15,456,618,1178,116,211,768,531,795,268,424
30/11/2006,229905,152406,66.29085927,145534,6872,4.509008832,137061,3.3,1.4,3704,100171,91,1296,13900,80,700,7666,14034,26293,3024,8391,17828,18333,13251,5457,22083,17,140,313,796,166,318,861,810,616,169,438,22,618,702,1201,137,229,658,536,836,306,400
31/12/2006,230108,152732,66.37405045,145970,6762,4.427362963,137249,3.3,1.3,3754,100339,91,1197,14122,80,704,7685,14009,26340,3034,8391,17863,18377,13292,5466,22088,17,139,335,863,165,282,795,767,580,234,442,25,725,660,1155,108,227,791,502,701,306,395
31/01/2007,230650,153144,66.39670496,146028,7116,4.646607115,137472,3.3,1.4,3914,100716,92,1252,14130,80,705,7725,14004,26381,3030,8388,17927,18413,13338,5466,22095,15,266,337,897,150,228,957,757,512,184,460,35,922,752,1414,143,233,885,563,911,275,476
28/02/2007,230834,152983,66.27403242,146057,6926,4.527300419,137560,3.3,1.3,3918,100507,91,1161,14162,79,710,7626,13993,26426,3034,8393,17960,18452,13361,5474,22131,12,261,346,787,182,283,861,725,554,250,438,33,1086,774,1296,139,295,825,489,879,257,405
31/03/2007,231034,153051,66.24609365,146320,6731,4.397880445,137784,3.5,1.4,3671,100702,91,1176,14171,79,714,7706,13964,26492,3030,8383,17990,18508,13363,5485,22149,18,184,377,860,173,349,1004,768,625,168,435,24,924,742,1145,109,252,775,495,845,222,419
30/04/2007,231253,152435,65.9169827,145586,6849,4.493062617,137847,3.3,1.5,3770,100382,91,1175,13958,78,720,7686,13939,26491,3035,8364,18008,18563,13375,5491,22175,15,182,349,865,155,234,953,779,563,161,434,17,853,749,1060,77,231,689,555,822,224,408
31/05/2007,231480,152670,65.9538621,145903,6767,4.432435973,137992,3.3,1.4,3737,100492,91,1082,13963,78,721,7673,13922,26520,3040,8370,18042,18609,13404,5498,22193,15,168,363,736,185,280,909,815,584,165,435,22,676,651,1011,110,281,743,622,831,242,428
30/06/2007,231713,153041,66.04765378,146063,6978,4.55956247,138070,3.4,1.3,3740,100384,91,1209,13965,79,725,7687,13903,26514,3038,8369,18053,18660,13413,5501,22207,11,174,353,816,170,295,959,819,633,184,444,33,600,653,1221,114,303,722,653,917,256,572
31/07/2007,231958,153054,65.98349701,145905,7149,4.670900467,138044,3.2,1.4,3989,100258,91,1255,13890,79,728,7660,13881,26528,3037,8370,18057,18695,13417,5500,22171,14,183,360,813,155,297,814,735,629,150,449,33,617,621,1398,112,307,743,665,920,243,704
31/08/2007,232211,152749,65.78026019,145682,7067,4.6265442,138013,3.2,1.5,3912,100384,91,1260,13823,78,728,7610,13821,26525,3028,8342,18067,18751,13419,5496,22226,12,163,320,803,129,318,742,802,635,162,460,33,558,596,1233,140,371,683,648,877,239,695
30/09/2007,232461,153414,65.99558636,146244,7170,4.673628222,138099,3.3,1.6,3892,100377,90,1371,13929,78,728,7577,13784,26557,3031,8317,18066,18806,13461,5493,22279,14,137,320,786,118,262,845,871,676,174,448,25,596,673,1251,124,316,655,630,892,257,525
31/10/2007,232715,153183,65.82429152,145946,7237,4.724414589,138175,3.2,1.4,3979,100191,90,1297,13852,79,729,7565,13756,26553,3028,8304,18101,18849,13499,5494,22297,12,166,280,759,105,263,1049,745,608,220,429,9,641,729,1125,120,307,675,534,911,182,492
30/11/2007,232939,153835,66.04089483,146595,7240,4.70634121,138290,3.3,1.4,4033,100452,91,1261,14001,80,734,7523,13751,26614,3025,8290,18102,18875,13535,5507,22334,14,143,317,781,126,231,995,768,635,183,452,16,645,762,1135,132,261,679,526,986,255,482
31/12/2007,233156,153918,66.01502856,146273,7645,4.966930443,138395,3.2,1.4,4233,100461,91,1420,13747,79,739,7490,13739,26608,3026,8280,18148,18924,13550,5515,22376,19,145,307,728,110,257,1036,781,582,139,441,24,968,772,1219,125,315,803,521,961,235,451
31/01/2008,232616,154063,66.23061182,146378,7685,4.988219105,138391,3.2,1.4,4170,100301,91,1357,13836,80,746,7476,13717,26586,3026,8276,18138,18976,13542,5520,22388,14,158,287,788,72,396,988,746,574,187,413,28,1099,837,1391,169,285,893,576,1176,264,471
29/02/2008,232809,153653,65.99959624,146156,7497,4.879175805,138329,3,1.4,4119,100192,91,1349,13624,79,747,7453,13690,26545,3019,8271,18093,19019,13543,5532,22417,16,136,268,664,66,236,967,806,552,135,430,16,1118,820,1296,193,323,866,562,1056,313,372
31/03/2008,232995,153908,66.05635314,146086,7822,5.082256933,138259,3,1.4,4379,100096,91,1404,13608,79,754,7406,13650,26525,3021,8270,18051,19069,13531,5539,22443,13,104,256,647,87,254,920,795,583,143,422,28,1170,831,1259,155,323,876,609,944,283,425
30/04/2008,233198,153769,65.93924476,146132,7637,4.96654072,138040,2.8,1.4,4391,99900,91,1312,13750,79,755,7327,13589,26425,3013,8260,18041,19129,13511,5540,22450,14,101,271,649,87,204,838,715,549,185,422,28,1057,796,1164,143,324,736,551,874,251,373
31/05/2008,233405,154303,66.10955207,145908,8395,5.440594156,137851,3,1.4,4551,99778,91,1550,13707,79,764,7274,13555,26338,3008,8249,17984,19166,13498,5532,22483,15,167,278,706,77,211,821,734,555,190,441,28,809,879,1318,170,361,829,619,1074,275,461
30/06/2008,233627,154313,66.05101294,145737,8576,5.557535658,137700,2.7,1.6,4746,99707,91,1528,13726,79,768,7213,13494,26290,3001,8238,17940,19232,13482,5525,22517,17,134,239,607,92,183,736,761,471,156,434,28,785,862,1489,157,337,890,669,1154,322,654
31/07/2008,233864,154469,66.05078165,145532,8937,5.78562689,137497,2.7,1.5,4921,99570,91,1553,13699,79,770,7160,13419,26226,2987,8218,17881,19283,13463,5522,22568,28,117,238,630,68,200,665,765,440,186,411,13,783,908,1688,141,350,866,776,1172,352,770
31/08/2008,234107,154641,66.05569248,145203,9438,6.103167983,137211,2.6,1.6,5412,99143,91,1632,13633,79,780,7114,13348,26126,2972,8205,17817,19339,13431,5512,22567,23,79,249,659,77,205,659,700,431,208,384,17,814,960,1675,144,409,961,844,1122,412,721
30/09/2008,234360,154570,65.95408773,145076,9494,6.142200945,136760,2.3,1.5,5399,99094,91,1673,13570,79,784,7044,13267,26013,2962,8171,17748,19343,13379,5512,22537,13,111,214,471,60,201,631,611,410,122,379,25,970,984,1614,166,380,951,835,1029,374,573
31/10/2008,234612,154876,66.01367364,144802,10074,6.504558485,136291,2.4,1.7,5757,98687,90,1644,13565,78,781,6967,13138,25902,2951,8137,17640,19358,13352,5516,22549,13,73,239,640,70,141,577,665,409,167,382,15,1078,1007,1629,168,434,1052,797,1126,334,552
30/11/2008,234828,154639,65.85202787,144100,10539,6.815227724,135541,2.3,1.7,6131,98303,90,1700,13437,78,776,6813,13026,25696,2931,8098,17468,19397,13300,5476,22560,13,70,189,584,64,199,527,673,349,178,385,32,1237,1144,1728,173,494,992,748,1283,434,527
31/12/2008,235035,154655,65.80083817,143369,11286,7.297533219,134847,2.3,1.8,6643,97648,90,1886,13413,78,770,6701,12842,25523,2911,8067,17337,19438,13256,5446,22556,13,64,164,536,57,224,578,621,348,211,329,46,1438,1315,1956,219,540,1147,791,1210,367,511
31/01/2009,234739,154210,65.69423913,142152,12058,7.819207574,134079,2,1.9,7243,96654,90,1864,13069,77,760,6567,12552,25383,2891,8018,17183,19494,13222,5430,22579,18,41,116,509,69,130,536,587,241,132,359,59,1744,1711,2316,232,571,1445,792,1487,431,652
28/02/2009,234913,154538,65.78520559,141640,12898,8.346167286,133318,2.1,1.9,7728,96213,90,1993,13115,78,748,6446,12371,25229,2878,7970,16988,19508,13193,5411,22576,9,82,136,454,68,186,533,554,326,148,368,63,2025,1822,2410,224,637,1512,847,1477,453,563
31/03/2009,235086,154133,65.56451682,140707,13426,8.710658976,132494,1.9,1.9,8031,95670,90,2125,13016,78,727,6291,12196,25066,2864,7929,16837,19514,13127,5383,22560,7,47,117,444,48,140,452,514,263,139,362,105,1979,1912,2410,252,639,1597,931,1484,377,598
30/04/2009,235271,154509,65.67277735,140656,13853,8.965820761,131822,1.7,2,8335,95617,90,2195,13056,79,710,6154,12017,24909,2832,7873,16703,19519,13056,5372,22677,8,24,88,339,34,102,438,513,273,117,358,125,1737,1968,2374,320,561,1448,964,1322,403,575
31/05/2009,235452,154747,65.72337462,140248,14499,9.369486969,131466,1.9,1.7,8745,95247,90,2258,12785,77,694,6100,11850,24849,2807,7842,16652,19581,13106,5368,22617,9,46,92,547,38,165,446,527,296,109,274,98,1768,2010,2341,303,536,1514,1005,1599,476,702
30/06/2009,235655,154716,65.65360379,140009,14707,9.505804183,131008,1.9,1.7,8799,95243,90,2277,12762,77,686,6010,11713,24795,2795,7820,16547,19619,13076,5371,22576,5,61,99,450,44,150,405,526,283,156,324,100,1601,2010,2362,347,513,1580,1267,1688,557,991
31/07/2009,235870,154502,65.50303133,139901,14601,9.450363102,130662,1.7,1.7,8769,95191,90,2282,12790,76,678,5932,11654,24692,2778,7805,16524,19632,13078,5368,22521,3,45,91,301,40,117,449,533,259,108,286,95,1687,1988,2365,373,570,1531,1269,1600,490,1129
